incident_id,detected_at,asset_id,user_id,threat_actor_id,attack_vector,severity,status,mttr_hours,time_to_detect_hours,time_to_contain_hours,cost_usd,data_sensitivity,detection_source,alert_count,cvss_like,mitre_tactic,mitre_technique,severity_score,risk_score,mttr_bucket,date,hour
4105,2023-06-20 00:27:00,40,568,24,Ransomware,Medium,In Progress,8,3,18,1380.87,Unknown,Waf,2,8.5,Initial Access,T1021,2,4.065,4-24h,2023-06-20,0
4106,2025-06-30 19:10:00,275,479,44,Malware,Low,Closed,9,4,9,841.29,Confidential,Siem,3,4.2,Impact,T1055,1,1.969,4-24h,2025-06-30,19
4107,2024-03-18 21:17:00,18,64,25,Exploitation,High,Closed,8,10,7,4429.28,Internal,User Report,4,6.5,Persistence,T1041,3,7.967,4-24h,2024-03-18,21
4108,2024-02-29 13:12:00,300,39,16,Phishing,Low,Open,26,11,7,230.66,Internal,Siem,7,5.8,Execution,T1041,1,3.286,1-3d,2024-02-29,13
4109,2023-09-11 01:12:00,46,558,45,Malware,Medium,Closed,17,4,9,2378.4,Public,Siem,4,6.1,Exfiltration,T1078,2,5.182,4-24h,2023-09-11,1
4110,2023-09-05 00:57:00,41,112,8,Malware,Medium,In Progress,10,1,8,724.75,Confidential,Email Gateway,2,5.5,Defense Evasion,T1565,2,3.406,4-24h,2023-09-05,0
4111,2023-01-22 12:22:00,129,514,35,Phishing,Low,Closed,1,24,1,464.86,Internal,Ids,3,5.1,Discovery,T1055,1,2.093,<4h,2023-01-22,12
4112,2024-05-25 10:23:00,69,297,23,Malware,Low,Closed,4,2,3,726.28,Internal,Siem,6,3.6,Exfiltration,T1021,1,2.646,<4h,2024-05-25,10
4113,2023-04-17 10:04:00,142,198,27,Ddos,Low,Closed,6,5,3,1756.98,Internal,Email Gateway,1,9.4,Collection,T1041,1,1.345,4-24h,2023-04-17,10
4114,2023-12-21 14:45:00,268,217,21,Exploitation,High,Closed,16,3,2,8420.22,Public,Edr,1,4.9,Collection,T1547,3,3.098,4-24h,2023-12-21,14
4115,2025-06-19 17:12:00,257,468,46,Ransomware,High,Closed,5,6,6,5968.68,Internal,Edr,5,6.7,Impact,T1078,3,8.977,4-24h,2025-06-19,17
4116,2023-12-03 11:25:00,218,443,16,Phishing,Medium,Closed,3,8,4,2053.43,Internal,Waf,3,7.9,Privilege Escalation,T1055,2,4.963,<4h,2023-12-03,11
4117,2024-12-30 18:22:00,276,448,43,Exploitation,Medium,Closed,5,2,8,495.44,Confidential,Ids,1,8.1,Execution,T1003,2,2.509,4-24h,2024-12-30,18
4118,2024-10-31 17:59:00,73,335,44,Exploitation,Medium,Closed,3,3,5,2722.43,Restricted,User Report,1,2.7,Initial Access,T1566,2,1.761,<4h,2024-10-31,17
4119,2024-09-06 19:47:00,299,114,50,Phishing,High,Closed,16,7,1,6617.0,Restricted,Unknown,4,7.5,Lateral Movement,T1059,3,8.45,4-24h,2024-09-06,19
4120,2023-09-28 13:59:00,157,482,27,Insider,Medium,Closed,25,3,5,1863.06,Restricted,Waf,1,5.2,Persistence,T1547,2,2.107,1-3d,2023-09-28,13
4121,2023-07-20 12:51:00,275,291,9,Credential Stuffing,Low,Closed,24,5,8,2887.84,Internal,User Report,5,5.0,Command And Control,T1210,1,2.688,4-24h,2023-07-20,12
4122,2025-05-06 03:31:00,235,196,28,Credential Stuffing,High,Closed,14,3,9,435.24,Public,User Report,5,8.0,Exfiltration,T1547,3,9.676,4-24h,2025-05-06,3
4123,2025-06-26 01:05:00,3,135,42,Insider,Low,Open,4,6,1,698.37,Internal,User Report,4,10.0,Execution,T1547,1,3.219,<4h,2025-06-26,1
4124,2025-02-16 01:43:00,161,131,1,Malware,Medium,Closed,7,4,7,106.23,Confidential,Siem,2,3.9,Command And Control,T1565,2,3.054,4-24h,2025-02-16,1
4125,2024-04-10 05:06:00,66,128,50,Insider,Low,Closed,1,8,12,2309.11,Internal,Ids,4,6.0,Impact,T1566,1,2.575,<4h,2024-04-10,5
4126,2024-08-08 01:40:00,141,361,47,Phishing,Medium,Closed,30,2,4,713.47,Confidential,User Report,1,6.9,Persistence,T1041,2,2.343,1-3d,2024-08-08,1
4127,2025-04-15 23:17:00,214,188,10,Ddos,Medium,Closed,19,4,7,1694.76,Internal,Edr,3,1.0,Execution,T1021,2,3.05,4-24h,2025-04-15,23
4128,2023-12-11 13:26:00,112,242,39,Phishing,Medium,Open,14,15,9,2507.91,Internal,Siem,1,10.0,Impact,T1210,2,2.773,4-24h,2023-12-11,13
4129,2023-02-07 16:09:00,148,194,47,Malware,High,In Progress,3,1,15,117.54,Public,Unknown,3,7.1,Lateral Movement,T1059,3,7.112,<4h,2023-02-07,16
4130,2023-11-27 07:43:00,276,94,18,Ddos,Medium,Open,11,3,7,722.74,Confidential,Edr,1,7.5,Privilege Escalation,T1190,2,2.426,4-24h,2023-11-27,7
4131,2024-10-20 15:20:00,161,540,19,Ransomware,High,Closed,3,24,1,7962.72,Confidential,Edr,4,4.8,Impact,T1041,3,7.146,<4h,2024-10-20,15
4132,2025-07-04 05:03:00,73,290,34,Phishing,Medium,Closed,9,3,5,7263.2,Confidential,Ids,6,7.6,Privilege Escalation,T1210,2,6.85,4-24h,2025-07-04,5
4133,2023-02-20 15:17:00,189,15,49,Phishing,Critical,In Progress,3,35,6,3554.38,Public,Waf,5,6.5,Exfiltration,T1078,4,11.826,<4h,2023-02-20,15
4134,2025-01-25 07:11:00,264,56,38,Credential Stuffing,Low,In Progress,9,6,5,4623.54,Internal,Waf,2,5.5,Exfiltration,T1547,1,1.703,4-24h,2025-01-25,7
4135,2025-03-21 14:01:00,72,272,18,Ddos,Medium,Closed,13,7,2,1228.94,Confidential,Edr,4,8.5,Defense Evasion,T1078,2,5.955,4-24h,2025-03-21,14
4136,2023-03-30 00:58:00,7,480,31,Phishing,High,Closed,2,6,5,6572.78,Confidential,Edr,5,8.9,Impact,T1055,3,10.159,<4h,2023-03-30,0
4137,2023-06-28 07:43:00,169,248,9,Phishing,High,Closed,3,1,2,841.78,Confidential,User Report,1,3.8,Collection,T1565,3,2.87,<4h,2023-06-28,7
4138,2024-10-20 07:31:00,224,364,22,Exploitation,High,Closed,1,5,6,6146.58,Restricted,Ids,5,9.5,Collection,T1021,3,10.482,<4h,2024-10-20,7
4139,2023-03-08 14:08:00,228,366,31,Phishing,Low,In Progress,17,4,3,581.58,Internal,Siem,3,4.9,Discovery,T1210,1,2.066,4-24h,2023-03-08,14
4140,2023-11-14 17:59:00,55,296,30,Ransomware,Low,Open,3,11,5,1481.22,Confidential,Edr,3,9.0,Persistence,T1021,1,2.634,<4h,2023-11-14,17
4141,2024-02-21 13:06:00,174,253,38,Credential Stuffing,Low,Closed,2,1,5,3169.55,Restricted,Siem,6,7.8,Exfiltration,T1059,1,3.464,<4h,2024-02-21,13
4142,2024-09-13 08:11:00,237,53,9,Ransomware,Low,Closed,5,4,5,3148.41,Internal,Edr,4,3.5,Discovery,T1190,1,2.173,4-24h,2024-09-13,8
4143,2025-08-14 20:06:00,107,261,15,Insider,High,Open,4,8,4,7128.84,Confidential,Waf,2,7.3,Privilege Escalation,T1547,3,5.702,<4h,2025-08-14,20
4144,2023-02-21 13:10:00,242,553,40,Ddos,Low,Closed,12,4,10,2702.26,Public,Waf,5,10.0,Discovery,T1055,1,3.584,4-24h,2023-02-21,13
4145,2023-07-05 09:51:00,229,485,13,Exploitation,High,Open,11,2,7,1687.26,Restricted,Siem,1,7.3,Exfiltration,T1566,3,3.597,4-24h,2023-07-05,9
4146,2025-05-01 04:38:00,23,227,29,Unknown,Low,Closed,13,7,5,655.92,Public,Edr,1,7.2,Exfiltration,T1566,1,1.192,4-24h,2025-05-01,4
4147,2023-06-01 14:22:00,125,581,45,Ddos,Medium,Closed,12,7,12,2830.43,Internal,Ids,1,8.7,Discovery,T1003,2,2.592,4-24h,2023-06-01,14
4148,2024-11-14 02:18:00,93,87,48,Ransomware,Low,Closed,2,4,20,2073.51,Public,Edr,5,6.0,Lateral Movement,T1565,1,2.867,<4h,2024-11-14,2
4149,2023-07-11 05:02:00,201,334,39,Malware,Medium,Closed,18,19,9,6062.76,Confidential,Edr,2,8.0,Initial Access,T1190,2,3.955,4-24h,2023-07-11,5
4150,2025-01-04 08:53:00,129,195,26,Malware,Low,In Progress,6,3,3,4836.28,Confidential,Ids,2,5.3,Privilege Escalation,T1021,1,1.681,4-24h,2025-01-04,8
4151,2023-10-01 09:16:00,108,165,48,Phishing,Critical,Open,9,4,2,5163.42,Public,Email Gateway,3,10.0,Lateral Movement,T1547,4,11.09,4-24h,2023-10-01,9
4152,2023-04-06 08:09:00,81,8,41,Exploitation,Medium,Closed,7,10,7,1706.04,Internal,Edr,3,6.9,Collection,T1565,2,4.686,4-24h,2023-04-06,8
4153,2023-06-03 05:58:00,227,408,46,Ransomware,High,Open,18,1,3,3886.72,Confidential,Email Gateway,7,9.4,Privilege Escalation,T1210,3,12.102,4-24h,2023-06-03,5
4154,2023-06-10 14:32:00,25,520,29,Unknown,Medium,In Progress,13,8,9,4149.88,Internal,Email Gateway,4,5.4,Discovery,T1565,2,4.957,4-24h,2023-06-10,14
4155,2024-05-08 03:03:00,112,193,35,Unknown,Medium,Closed,3,2,7,1431.63,Internal,Ids,3,8.5,Privilege Escalation,T1190,2,5.129,<4h,2024-05-08,3
4156,2023-01-15 01:37:00,23,62,43,Ransomware,Low,Closed,2,1,4,4749.85,Confidential,User Report,4,6.3,Privilege Escalation,T1565,1,2.623,<4h,2023-01-15,1
4157,2023-05-24 10:32:00,218,488,29,Phishing,Low,Closed,5,3,6,2726.05,Restricted,Ids,5,8.0,Defense Evasion,T1021,1,3.225,4-24h,2023-05-24,10
4158,2024-01-14 17:26:00,62,491,11,Unknown,Low,Closed,16,4,7,2530.76,Public,Email Gateway,3,9.3,Impact,T1041,1,2.676,4-24h,2024-01-14,17
4159,2024-04-18 20:01:00,124,297,18,Malware,Medium,Closed,3,5,5,12.21,Internal,User Report,4,8.8,Impact,T1078,2,6.051,<4h,2024-04-18,20
4160,2023-08-14 05:45:00,147,388,23,Malware,Low,In Progress,4,3,19,431.82,Confidential,Waf,4,7.5,Impact,T1021,1,2.817,<4h,2023-08-14,5
4161,2025-05-26 16:18:00,34,343,19,Phishing,High,Closed,6,8,6,709.9,Internal,Waf,1,7.5,Lateral Movement,T1078,3,3.639,4-24h,2025-05-26,16
4162,2023-12-07 03:29:00,161,507,14,Ddos,Critical,Closed,4,3,6,9918.8,Restricted,Ids,4,3.3,Execution,T1055,4,8.562,<4h,2023-12-07,3
4163,2024-01-11 03:50:00,256,406,37,Exploitation,Low,Closed,7,4,4,170.59,Restricted,Waf,3,10.0,Lateral Movement,T1210,1,2.773,4-24h,2024-01-11,3
4164,2024-12-21 18:23:00,297,419,21,Ransomware,Medium,In Progress,22,4,1,2051.91,Public,User Report,5,7.8,Initial Access,T1190,2,6.379,4-24h,2024-12-21,18
4165,2025-03-15 20:58:00,118,225,29,Ransomware,High,In Progress,4,1,24,5133.26,Confidential,Waf,2,9.1,Discovery,T1059,3,6.295,<4h,2025-03-15,20
4166,2023-07-06 18:53:00,203,279,34,Exploitation,Medium,Closed,3,3,3,3490.65,Public,Ids,1,2.7,Impact,T1059,2,1.761,<4h,2023-07-06,18
4167,2023-04-01 00:36:00,82,189,9,Unknown,Medium,Closed,11,2,7,238.57,Internal,Ids,5,4.0,Execution,T1041,2,5.017,4-24h,2023-04-01,0
4168,2023-12-13 11:30:00,189,203,30,Malware,Medium,Closed,10,15,16,2261.0,Public,Waf,2,5.5,Persistence,T1078,2,3.406,4-24h,2023-12-13,11
4169,2024-05-11 12:26:00,24,280,5,Exploitation,Low,Closed,33,3,4,2075.54,Public,Ids,3,7.0,Persistence,T1021,1,2.357,1-3d,2024-05-11,12
4170,2023-11-11 06:03:00,95,484,3,Credential Stuffing,High,Closed,9,5,12,5929.92,Internal,Email Gateway,4,7.7,Execution,T1078,3,8.546,4-24h,2023-11-11,6
4171,2025-03-20 15:09:00,92,573,10,Ddos,Medium,Closed,5,13,11,1278.35,Restricted,Edr,3,5.1,Initial Access,T1547,2,4.187,4-24h,2025-03-20,15
4172,2025-03-08 06:23:00,77,319,43,Ransomware,Low,In Progress,17,2,11,1447.87,Internal,Siem,1,5.1,Exfiltration,T1059,1,1.047,4-24h,2025-03-08,6
4173,2023-06-20 19:40:00,190,34,6,Malware,High,Closed,7,8,8,2551.26,Public,Waf,5,5.2,Impact,T1565,3,8.17,4-24h,2023-06-20,19
4174,2025-08-15 09:36:00,202,137,36,Ransomware,Medium,Closed,12,3,11,3055.06,Confidential,Ids,1,5.4,Initial Access,T1003,2,2.135,4-24h,2025-08-15,9
4175,2025-04-04 13:43:00,169,203,39,Exploitation,Low,Closed,2,10,3,1575.0,Confidential,Edr,2,8.4,Command And Control,T1003,1,2.021,<4h,2025-04-04,13
4176,2024-07-05 06:42:00,151,511,26,Ransomware,High,Closed,9,4,9,5973.2,Internal,User Report,1,6.1,Impact,T1547,3,3.348,4-24h,2024-07-05,6
4177,2023-01-25 01:28:00,259,160,20,Malware,Medium,Open,3,11,16,2393.04,Public,Ids,3,5.9,Lateral Movement,T1021,2,4.408,<4h,2023-01-25,1
4178,2024-02-06 12:38:00,159,576,15,Exploitation,Medium,Closed,2,9,13,2162.4,Internal,User Report,1,7.1,Impact,T1190,2,2.371,<4h,2024-02-06,12
4179,2024-11-27 18:40:00,159,216,34,Insider,Low,Open,4,6,2,1014.69,Internal,User Report,4,3.5,Command And Control,T1059,1,2.173,<4h,2024-11-27,18
4180,2025-06-18 21:47:00,183,17,34,Exploitation,Low,Open,7,7,2,2592.05,Confidential,Ids,3,6.8,Discovery,T1547,1,2.329,4-24h,2025-06-18,21
4181,2023-07-05 10:50:00,219,170,37,Phishing,Medium,In Progress,3,4,12,3332.23,Confidential,User Report,4,5.3,Persistence,T1021,2,4.925,<4h,2023-07-05,10
4182,2024-01-25 18:48:00,75,216,50,Credential Stuffing,Low,Open,11,3,9,1568.76,Public,Siem,4,2.9,Discovery,T1003,1,2.076,4-24h,2024-01-25,18
4183,2025-01-22 05:31:00,126,312,46,Credential Stuffing,Low,Closed,1,4,4,2153.5,Restricted,User Report,3,2.9,Command And Control,T1547,1,1.788,<4h,2025-01-22,5
4184,2024-12-29 05:30:00,29,277,30,Malware,Low,Closed,1,2,4,3412.11,Internal,Siem,1,6.7,Privilege Escalation,T1565,1,1.158,<4h,2024-12-29,5
4185,2024-11-27 07:16:00,129,441,27,Malware,Low,Closed,12,7,8,2120.97,Internal,User Report,2,9.9,Execution,T1190,1,2.186,4-24h,2024-11-27,7
4186,2023-12-28 03:59:00,153,396,6,Exploitation,Low,Closed,8,12,7,1936.18,Internal,Email Gateway,1,5.7,Initial Access,T1021,1,1.088,4-24h,2023-12-28,3
4187,2025-06-09 16:25:00,87,515,36,Ransomware,Low,Closed,12,9,3,2220.33,Confidential,User Report,3,2.5,Command And Control,T1055,1,1.733,4-24h,2025-06-09,16
4188,2024-04-27 19:10:00,140,257,39,Malware,Medium,Open,12,8,8,1443.07,Confidential,Ids,4,5.8,Initial Access,T1078,2,5.086,4-24h,2024-04-27,19
4189,2024-11-27 20:43:00,185,86,34,Ransomware,Critical,Closed,1,1,5,4509.7,Public,User Report,5,6.3,Exfiltration,T1210,4,11.682,<4h,2024-11-27,20
4190,2024-03-03 02:14:00,154,280,4,Phishing,Low,Closed,8,3,1,1149.62,Internal,Email Gateway,1,6.1,Command And Control,T1078,1,1.116,4-24h,2024-03-03,2
4191,2024-12-13 20:15:00,52,558,16,Insider,Medium,In Progress,4,18,6,2038.25,Public,Email Gateway,4,10.0,Initial Access,T1566,2,6.438,<4h,2024-12-13,20
4192,2024-02-09 18:47:00,98,275,31,Exploitation,High,Open,5,11,5,5072.46,Public,User Report,2,4.8,Exfiltration,T1566,3,4.878,4-24h,2024-02-09,18
4193,2025-04-03 04:41:00,105,506,32,Ddos,Medium,Closed,15,8,6,297.27,Internal,Email Gateway,3,5.4,Privilege Escalation,T1565,2,4.27,4-24h,2025-04-03,4
4194,2024-09-16 17:51:00,2,94,50,Exploitation,Low,In Progress,12,1,12,1475.73,Confidential,Waf,5,1.6,Persistence,T1059,1,2.078,4-24h,2024-09-16,17
4195,2025-08-10 00:04:00,198,221,7,Insider,Medium,Closed,5,2,11,2969.21,Public,Email Gateway,3,10.0,Discovery,T1059,2,5.545,4-24h,2025-08-10,0
4196,2023-02-01 00:40:00,79,247,38,Ransomware,Low,Closed,11,4,5,903.56,Internal,Edr,4,6.5,Discovery,T1059,1,2.656,4-24h,2023-02-01,0
4197,2023-08-10 02:59:00,100,249,26,Phishing,Medium,Closed,4,4,3,2714.65,Internal,Waf,2,5.2,Impact,T1078,2,3.34,<4h,2023-08-10,2
4198,2024-11-26 02:18:00,3,567,12,Insider,High,Closed,6,6,9,1935.42,Internal,Edr,2,7.0,Persistence,T1003,3,5.603,4-24h,2024-11-26,2
4199,2023-02-16 05:15:00,63,563,39,Insider,High,Closed,5,0,6,1093.14,Internal,User Report,4,9.0,Collection,T1059,3,9.174,4-24h,2023-02-16,5
4200,2023-02-05 03:11:00,179,19,16,Exploitation,Medium,Closed,24,3,20,769.89,Confidential,Edr,2,4.9,Impact,T1003,2,3.274,4-24h,2023-02-05,3
4201,2024-05-12 20:20:00,205,590,45,Phishing,Medium,Closed,23,6,7,363.38,Internal,Waf,6,5.2,Initial Access,T1190,2,5.916,4-24h,2024-05-12,20
4202,2024-12-16 00:44:00,54,596,41,Insider,Low,Closed,10,8,3,18.26,Public,Waf,2,4.5,Execution,T1003,1,1.593,4-24h,2024-12-16,0
4203,2024-01-21 10:53:00,109,179,19,Phishing,High,Open,5,3,8,4553.96,Restricted,Ids,1,9.4,Command And Control,T1078,3,4.034,4-24h,2024-01-21,10
4204,2023-09-21 06:50:00,262,493,8,Malware,Medium,Closed,2,4,4,4336.58,Confidential,Ids,5,10.0,Execution,T1210,2,7.167,<4h,2023-09-21,6
4205,2023-10-19 23:31:00,156,446,40,Ransomware,Low,Closed,6,9,2,1978.11,Confidential,Edr,1,6.6,Execution,T1003,1,1.151,4-24h,2023-10-19,23
4206,2024-10-03 01:57:00,283,464,1,Malware,High,Closed,10,6,6,3142.04,Confidential,Siem,2,7.4,Collection,T1059,3,5.735,4-24h,2024-10-03,1
4207,2024-06-29 05:57:00,17,261,4,Credential Stuffing,Medium,Open,10,4,3,1365.79,Confidential,Edr,1,8.1,Exfiltration,T1078,2,2.509,4-24h,2024-06-29,5
4208,2024-11-03 23:46:00,267,10,35,Exploitation,Low,Closed,6,4,4,3403.58,Confidential,Waf,2,9.9,Privilege Escalation,T1041,1,2.186,4-24h,2024-11-03,23
4209,2024-10-04 22:36:00,59,184,14,Insider,High,Closed,6,5,11,7504.9,Public,Siem,1,2.4,Execution,T1021,3,2.579,4-24h,2024-10-04,22
4210,2024-11-13 21:00:00,13,384,39,Malware,Low,Closed,1,3,5,229.56,Internal,Waf,2,4.5,Privilege Escalation,T1059,1,1.593,<4h,2024-11-13,21
4211,2023-09-29 22:04:00,280,240,9,Phishing,Low,Closed,18,4,5,1324.11,Internal,Waf,5,5.8,Discovery,T1059,1,2.831,4-24h,2023-09-29,22
4212,2024-12-29 14:24:00,83,370,10,Phishing,Medium,Open,3,16,23,1307.64,Internal,Waf,2,5.5,Initial Access,T1059,2,3.406,<4h,2024-12-29,14
4213,2023-04-01 07:07:00,51,448,30,Phishing,Low,Closed,3,4,8,3329.7,Public,Email Gateway,1,5.9,Discovery,T1041,1,1.102,<4h,2023-04-01,7
4214,2023-06-19 16:57:00,111,172,25,Malware,High,Closed,2,5,6,6244.4,Public,User Report,4,3.9,Impact,T1190,3,6.711,<4h,2023-06-19,16
4215,2023-04-14 23:48:00,43,411,29,Malware,High,Closed,14,2,2,3469.84,Restricted,Email Gateway,1,10.0,Execution,T1566,3,4.159,4-24h,2023-04-14,23
4216,2025-04-02 13:59:00,240,550,27,Phishing,High,Open,6,3,14,2760.64,Restricted,Waf,3,3.4,Persistence,T1547,3,5.573,4-24h,2025-04-02,13
4217,2023-01-08 05:20:00,50,342,13,Phishing,Medium,Closed,3,15,2,2515.72,Internal,Email Gateway,1,10.0,Lateral Movement,T1041,2,2.773,<4h,2023-01-08,5
4218,2025-02-11 05:27:00,227,240,50,Credential Stuffing,High,Closed,14,7,9,3429.66,Internal,Edr,2,6.3,Persistence,T1059,3,5.372,4-24h,2025-02-11,5
4219,2023-02-11 19:36:00,154,86,31,Malware,Medium,In Progress,47,23,11,746.29,Public,Waf,3,8.4,Discovery,T1078,2,5.102,1-3d,2023-02-11,19
4220,2024-10-18 00:18:00,7,370,13,Exploitation,High,Closed,13,3,3,1160.82,Internal,Edr,1,5.0,Exfiltration,T1055,3,3.119,4-24h,2024-10-18,0
4221,2023-10-15 02:03:00,176,29,29,Exploitation,Medium,Closed,1,3,9,1289.29,Confidential,Ids,1,6.4,Discovery,T1190,2,2.274,<4h,2023-10-15,2
4222,2024-06-24 08:32:00,164,168,36,Malware,High,Open,3,6,6,4643.16,Public,Ids,3,8.5,Lateral Movement,T1003,3,7.694,<4h,2024-06-24,8
4223,2024-04-02 01:14:00,255,517,17,Credential Stuffing,Low,In Progress,1,11,11,1180.74,Internal,User Report,3,9.8,Collection,T1547,1,2.745,<4h,2024-04-02,1
4224,2024-05-18 01:46:00,4,573,42,Phishing,High,Closed,7,3,4,3310.06,Restricted,Waf,1,10.0,Privilege Escalation,T1190,3,4.159,4-24h,2024-05-18,1
4225,2024-10-28 14:25:00,140,302,3,Malware,Low,In Progress,6,15,2,38.28,Restricted,Ids,2,9.5,Command And Control,T1078,1,2.142,4-24h,2024-10-28,14
4226,2023-11-26 10:45:00,4,87,32,Ddos,Medium,Closed,18,5,6,2156.67,Public,Siem,3,5.2,Collection,T1059,2,4.214,4-24h,2023-11-26,10
4227,2024-04-10 20:38:00,227,249,47,Insider,Medium,Closed,8,2,2,1441.42,Confidential,Siem,4,1.6,Command And Control,T1059,2,3.734,4-24h,2024-04-10,20
4228,2024-08-01 00:07:00,281,242,9,Phishing,Medium,In Progress,19,4,7,777.68,Public,Edr,1,3.3,Discovery,T1566,2,1.844,4-24h,2024-08-01,0
4229,2023-04-03 05:04:00,99,262,2,Phishing,Medium,Open,1,5,6,2985.95,Internal,User Report,4,0.7,Privilege Escalation,T1021,2,3.444,<4h,2023-04-03,5
4230,2024-06-30 00:04:00,21,373,2,Exploitation,High,Closed,12,3,20,3628.5,Confidential,Siem,6,3.3,Defense Evasion,T1190,3,7.764,4-24h,2024-06-30,0
4231,2024-02-15 10:04:00,34,481,41,Insider,High,In Progress,23,6,5,4139.56,Confidential,Waf,3,2.4,Defense Evasion,T1003,3,5.157,4-24h,2024-02-15,10
4232,2025-04-01 02:46:00,46,472,4,Exploitation,Medium,In Progress,4,10,3,2468.46,Public,Waf,4,5.4,Lateral Movement,T1041,2,4.957,<4h,2025-04-01,2
4233,2024-07-07 11:51:00,226,581,28,Credential Stuffing,Low,Closed,9,12,3,2881.15,Confidential,Email Gateway,3,8.0,Command And Control,T1021,1,2.495,4-24h,2024-07-07,11
4234,2023-07-19 20:42:00,46,168,17,Exploitation,Low,Closed,6,3,4,994.85,Public,Edr,3,4.9,Collection,T1565,1,2.066,4-24h,2023-07-19,20
4235,2024-09-10 00:19:00,153,557,44,Exploitation,Critical,Closed,43,3,5,6117.18,Internal,Edr,7,4.9,Privilege Escalation,T1055,4,12.393,1-3d,2024-09-10,0
4236,2024-11-04 16:07:00,296,64,8,Malware,Medium,In Progress,9,2,6,5307.85,Public,Edr,3,4.9,Defense Evasion,T1210,2,4.131,4-24h,2024-11-04,16
4237,2024-12-16 13:31:00,206,476,29,Malware,High,Closed,8,5,3,4117.76,Internal,User Report,2,6.7,Execution,T1547,3,5.504,4-24h,2024-12-16,13
4238,2025-05-31 10:08:00,138,579,26,Exploitation,High,In Progress,6,11,4,3788.8,Confidential,Waf,1,7.4,Initial Access,T1566,3,3.618,4-24h,2025-05-31,10
4239,2024-05-10 01:36:00,79,97,29,Phishing,Medium,In Progress,32,1,10,659.48,Unknown,User Report,2,5.8,Defense Evasion,T1210,2,3.472,1-3d,2024-05-10,1
4240,2023-03-18 15:55:00,239,42,9,Insider,Medium,Closed,5,6,4,393.75,Internal,Siem,4,6.8,Impact,T1078,2,5.408,4-24h,2023-03-18,15
4241,2024-07-22 00:16:00,180,236,20,Phishing,Medium,Closed,16,3,24,2170.93,Internal,User Report,4,5.3,Command And Control,T1059,2,4.925,4-24h,2024-07-22,0
4242,2024-03-26 14:42:00,70,331,13,Ransomware,Medium,Closed,8,2,3,3414.07,Internal,Waf,1,2.1,Persistence,T1190,2,1.677,4-24h,2024-03-26,14
4243,2024-09-24 11:40:00,94,545,18,Unknown,Medium,Closed,6,3,4,248.36,Confidential,Email Gateway,6,5.1,Exfiltration,T1055,2,5.877,4-24h,2024-09-24,11
4244,2024-04-30 07:23:00,258,511,12,Phishing,High,Closed,9,3,3,7707.4,Public,User Report,4,6.4,Persistence,T1547,3,7.918,4-24h,2024-04-30,7
4245,2024-09-14 06:13:00,174,484,44,Exploitation,Low,Open,5,0,6,2681.68,Confidential,Waf,3,5.3,Initial Access,T1059,1,2.121,4-24h,2024-09-14,6
4246,2024-12-17 08:01:00,125,590,33,Ransomware,Low,Closed,1,3,5,3053.33,Confidential,User Report,2,6.4,Impact,T1021,1,1.802,<4h,2024-12-17,8
4247,2023-07-20 22:38:00,271,316,50,Malware,Low,Closed,9,6,5,137.64,Public,User Report,6,6.3,Defense Evasion,T1055,1,3.172,4-24h,2023-07-20,22
4248,2023-10-20 08:08:00,233,255,38,Phishing,Medium,Closed,3,5,2,3481.58,Internal,Email Gateway,1,4.9,Privilege Escalation,T1210,2,2.066,<4h,2023-10-20,8
4249,2025-01-10 12:50:00,178,135,46,Credential Stuffing,Low,Closed,12,5,5,2880.41,Restricted,Siem,6,5.7,Exfiltration,T1566,1,3.055,4-24h,2025-01-10,12
4250,2024-07-20 23:35:00,214,465,26,Phishing,High,Closed,15,5,10,4051.14,Confidential,Siem,5,2.6,Persistence,T1003,3,6.773,4-24h,2024-07-20,23
4251,2023-09-12 10:55:00,116,241,20,Exploitation,Medium,In Progress,13,3,2,1914.51,Public,Edr,1,5.6,Lateral Movement,T1565,2,2.163,4-24h,2023-09-12,10
4252,2023-06-11 01:54:00,54,421,28,Malware,High,In Progress,10,17,20,1456.24,Restricted,Siem,1,5.9,Privilege Escalation,T1041,3,3.306,4-24h,2023-06-11,1
4253,2025-03-09 01:07:00,135,137,6,Phishing,Medium,Closed,9,3,4,928.77,Internal,Ids,5,9.3,Lateral Movement,T1078,2,6.916,4-24h,2025-03-09,1
4254,2023-09-19 22:21:00,91,426,14,Malware,High,Closed,8,5,12,1483.56,Internal,User Report,5,5.2,Persistence,T1055,3,8.17,4-24h,2023-09-19,22
4255,2024-07-23 13:11:00,112,200,24,Malware,Medium,In Progress,3,10,5,3699.39,Confidential,User Report,8,7.8,Initial Access,T1041,2,7.822,<4h,2024-07-23,13
4256,2023-10-10 08:23:00,186,121,48,Unknown,Medium,Open,4,2,3,2093.55,Unknown,Waf,4,3.5,Defense Evasion,T1078,2,4.345,<4h,2023-10-10,8
4257,2023-10-05 09:59:00,76,87,5,Credential Stuffing,Medium,Closed,6,6,4,2072.65,Public,Edr,1,2.6,Collection,T1210,2,1.747,4-24h,2023-10-05,9
4258,2023-09-29 18:16:00,151,582,22,Insider,High,Closed,10,7,8,2300.5,Internal,User Report,2,7.3,Impact,T1041,3,5.702,4-24h,2023-09-29,18
